"","bathy.mean"
"162",14.95
"163",12.05
"164",12.4
"165",8.2
"166",9.95
"167",11.25
"168",7.55
"169",8.55
"170",9.9
"171",11.3
"172",10.8
"173",10.85
"174",9.45
"175",10
"176",10.75
"177",8
"178",8.45
"179",9.65
"180",8.3
"181",11
"182",6.85
"183",11
"184",10.9
"185",8.8
"186",9.6
"187",14.3
"188",9.65
"189",7.2
"190",6.25
"191",9.6
"192",7.45
"193",13.4
"194",10.7
"195",14.15
"196",11.5
"197",11.8
"198",8.75
"199",7.05
"200",13.5
"201",11.7
"202",8.8
"203",12.05
"204",10.75
"205",9.1
"206",10
"207",8.3
"208",10.9
"209",14.15
"210",10.85
"211",10.05
"212",10
"213",10.25
"214",10
"215",9.35
"216",9.55
"217",8.35
"218",10.45
"219",13.6
"220",5.2
"221",10.9
"222",11.4
"223",11.45
"224",10.45
"225",10.3
"226",9.4
"227",12.9
"228",7.45
"229",11.3
"230",11.7
"231",9.95
"232",8.9
"233",6.85
"234",10.7
"235",9.3
"236",9.2
"237",9.95
"238",11.2
"239",10.5
"240",12.35
"241",6.15
"242",9.15
"243",7.55
"244",14.55
"245",11.85
"246",13.5
"247",7.45
"248",9.75
"249",10.35
"250",6.9
"251",11.6
"252",10.8
"253",11.25
"254",8.25
"255",11.6
"256",7
"257",10.25
"258",10.9
"259",7.45
"260",11.95
"261",10.6
"262",9.8
"263",6.55
"264",8.8
"265",12.9
"266",7.2
"267",10.4
"268",8.75
"269",8.05
"270",13.25
"271",10.7
"272",10.95
"273",12.9
"274",11.35
"275",5.3
"276",11.6
"277",13.35
"278",12.55
"279",10.1
"280",10.65
"281",11.2
"282",7.65
"283",11.6
"284",9.8
"285",9.4
"286",8.7
"287",11
"288",7.5
"289",7.8
"290",8
"291",11.3
"292",9.85
"293",12.95
"294",10.3
"295",9.5
"296",12.15
"297",10.6
"298",14.55
"299",10
"300",11.2
"301",10.3
"302",12.85
"303",12.05
"304",9.75
"305",10.05
"306",7.55
"307",9.4
"308",8
"309",6.15
"310",11.1
"311",8.55
"312",8.7
"313",12.1
"314",14
"315",11.05
"316",8.4
"317",10.95
"318",13.05
"319",13.45
"320",10
"321",13.25
"322",10.35
"323",12.55
"324",13.1
"325",8.85
"326",9.2
"327",9.7
"328",13.5
"329",10.65
"330",11.5
"331",7.75
"332",9.95
"333",7.5
"334",9.95
"335",7.55
"336",11.4
"337",8.85
"338",11.65
"339",9.9
"340",19.25
"341",14.95
"342",10.45
"343",8.9
"344",8.55
"345",7.6
"346",9.35
"347",10.6
"348",12.2
"349",11
"350",10.55
"351",10.85
"352",9.8
"353",10.65
"354",9.25
"355",8.45
"356",5.65
"357",13.6
"358",12.5
"359",10.75
"360",10.4
"361",11.15
"362",10.45
"363",7.05
"364",11.85
"365",9.25
"366",11.2
"367",9.4
"368",10.5
"369",9.2
"370",11.1
"371",10.45
"372",10.9
"373",13.2
"374",8.85
"375",11.25
"376",11.85
"377",12.4
"378",9.8
"379",10.05
"380",8.15
"381",10.4
"382",10.7
"383",11.1
"384",5.25
"385",9
"386",7.4
"387",9.15
"388",16.1
"389",10.45
"390",8.8
"391",8.9
"392",12.05
"393",11.85
"394",8.5
"395",8.1
"396",15.6
"397",7.75
"398",8
"399",8.8
"400",9.15
"401",12.8
"402",8.35
"403",8.05
"404",15.4
"405",14.35
"406",8.5
"407",8.15
"408",10.2
"409",11.05
"410",10.1
"411",9.65
"412",12.25
"413",9.7
"414",12.2
"415",9.7
"416",8.8
"417",10.4
"418",10.25
"419",11.35
"420",12.35
"421",12.3
"422",10.35
"423",11.8
"424",11.7
"425",11.6
"426",9.95
"427",12.7
"428",11.65
"429",13
"430",10.05
"431",11.1
"432",9.1
"433",14.1
"434",6.6
"435",8.35
"436",10.8
"437",8.8
"438",9.8
"439",9.45
"440",12.95
"441",9.9
"442",9.85
"443",8.55
"444",8.35
"445",13
"446",6.7
"447",11.3
"448",12
"449",11.4
"450",8.2
"451",12.3
"452",13.4
"453",9.35
"454",9.55
"455",14.5
"456",8
"457",10.35
"458",8.9
"459",8
"460",10.25
"461",13.6
"462",11.25
"463",11.35
"464",14.4
"465",9.8
"466",11.7
"467",10.05
"468",11.05
"469",7
"470",9.5
"471",11.9
"472",9.05
"473",12.45
"474",9.45
"475",9.3
"476",9.7
"477",11.8
"478",9.95
"479",11.8
"480",9.95
"481",13.25
"482",8.65
"483",13.8
"484",8.75
"485",9.85
"486",12.75
"487",7.85
"488",9.7
"489",14
"490",8.45
"491",12.95
"492",8.6
"493",10.7
"494",10.4
"495",10.3
"496",7.35
"497",11.55
"498",8.25
"499",11.35
"500",12.6
"501",12.35
"502",11.95
"503",7.4
"504",7.4
"505",9.2
"506",10.3
"507",8.9
"508",8.4
"509",9.65
"510",10.05
"511",10.5
"512",12.8
"513",7.2
"514",9.05
"515",9.35
"516",11.45
"517",9.75
"518",12.2
"519",10.7
"520",9.15
"521",8.4
"522",11.65
"523",8.75
"524",14.85
"525",7.05
"526",11.35
"527",8.25
"528",7.8
"529",12.55
"530",10.65
"531",11.3
"532",12.05
"533",11.25
"534",10
"535",10.15
"536",7.2
"537",10.5
"538",10.75
"539",8.7
"540",10.35
"541",10.65
"542",13
"543",12.05
"544",11.55
"545",7.45
"546",12.05
"547",11.2
"548",9.4
"549",8.15
"550",10.45
"551",9.25
"552",9.8
"553",5.2
"554",10.35
"555",10.2
"556",8.75
"557",14.1
"558",14.55
"559",8.95
"560",10.25
"561",10.45
"562",13.65
"563",10.15
"564",9.45
"565",9.05
"566",12.6
"567",13.45
"568",7.7
"569",7.8
"570",12.85
"571",8.2
"572",5.7
"573",7.75
"574",12.25
"575",8.4
"576",12.2
"577",10.7
"578",11.05
"579",10.6
"580",9.35
"581",10.45
"582",11.7
"583",11.3
"584",7.65
"585",14.85
"586",10.65
"587",11.6
"588",11.45
"589",8.4
"590",9.25
"591",11.3
"592",9.55
"593",11.9
"594",13.15
"595",11.7
"596",8.7
"597",8.45
"598",15.1
"599",9.65
"600",10.25
"601",9.9
"602",8.5
"603",11.35
"604",5.55
"605",7.35
"606",11.55
"607",9.55
"608",12.25
"609",13.05
"610",11.4
"611",11.25
"612",11.3
"613",7.55
"614",8.25
"615",10.35
"616",13.8
"617",9.95
"618",12.45
"619",11.6
"620",8.7
"621",9.2
"622",11.25
"623",10.75
"624",8.75
"625",10.9
"626",8.3
"627",9.15
"628",10
"629",14.4
"630",9.75
"631",12.15
"632",9.25
"633",10.15
"634",18.5
"635",11.65
"636",9.5
"637",10.15
"638",12.95
"639",15
"640",11.25
"641",10.75
"642",7.95
"643",7.95
"644",8.9
"645",10.25
"646",10.45
"647",7.5
"648",11.7
"649",10.6
"650",9.2
"651",9.05
"652",6.45
"653",9.3
"654",10.5
"655",10.95
"656",10
"657",5
"658",9.8
"659",9.45
"660",12.9
"661",11.05
"662",11.5
"663",11.55
"664",11.65
"665",12.9
"666",9.75
"667",12.2
"668",11.2
"669",11.55
"670",10.2
"671",8.85
"672",7.25
"673",9.95
"674",12.2
"675",7.95
"676",10.75
"677",12.75
"678",12.7
"679",12.25
"680",8.35
"681",9.15
"682",9.4
"683",12.1
"684",9.1
"685",10.5
"686",8.2
"687",11.3
"688",9.2
"689",11.1
"690",9.1
"691",6.4
"692",6.05
"693",11.7
"694",12.55
"695",8.7
"696",11.25
"697",12.55
"698",10.25
"699",12.15
"700",8
"701",9.75
"702",10.2
"703",10.95
"704",10.85
"705",10.45
"706",9.55
"707",10.25
"708",13.65
"709",9.95
"710",11.6
"711",10.2
"712",9.15
"713",13.4
"714",10.6
"715",12.7
"716",11.45
"717",11.35
"718",8.9
"719",9.2
"720",7.2
"721",14
"722",10.65
"723",14.5
"724",10.9
"725",11.75
"726",12.3
"727",8.25
"728",9.85
"729",10.8
"730",5.55
"731",8.35
"732",9.1
"733",11.4
"734",8.8
"735",10.7
"736",9.7
"737",13.3
"738",12.9
"739",9.25
"740",8.5
"741",7.5
"742",9.8
"743",11.7
"744",10.85
"745",8.8
"746",11.25
"747",13.6
"748",11.4
"749",11.05
"750",8.55
"751",9.65
"752",10.65
"753",11.45
"754",9
"755",11.05
"756",12.3
"757",15.85
"758",12.85
"759",14.1
"760",13.6
"761",11.1
"762",9
"763",13.25
"764",8.8
"765",6.65
"766",9.85
"767",11.05
"768",10.7
"769",7.85
"770",8.5
"771",10.1
"772",9.1
"773",11.2
"774",9.45
"775",10.2
"776",9.55
"777",9.3
"778",8.3
"779",8.4
"780",8.35
"781",11.35
"782",11.85
"783",13
"784",12.15
"785",9.9
"786",8.65
"787",9.1
"788",10.4
"789",10.35
"790",9.8
"791",12.7
"792",9.3
"793",9.45
"794",8.6
"795",10.15
"796",3
"797",10.4
"798",11.9
"799",11.25
"800",8.85
"801",10.7
"802",11.55
"803",12.05
"804",10.7
"805",12.1
"806",11.05
"807",12.5
"808",8.15
"809",14.45
"810",9.9
"811",9.9
"812",10.75
"813",9.25
"814",12.2
"815",11.7
"816",11.6
"817",11.25
"818",13
"819",16.1
"820",10.6
"821",10.05
"822",11.65
"823",12.95
"824",8.9
"825",10.85
"826",7.75
"827",10.65
"828",15.05
"829",12.4
"830",9.4
"831",14.05
"832",7.05
"833",9.65
"834",10.1
"835",10.4
"836",15.4
"837",8.7
"838",10.65
"839",10.85
"840",11.2
"841",12.05
"842",14.5
"843",12.65
"844",11.55
"845",7.5
"846",9.95
"847",8.85
"848",11.05
"849",11.75
"850",9.4
"851",11.15
"852",18.8
"853",10.7
"854",11.15
"855",9.7
"856",10.35
"857",12.75
"858",7.95
"859",11.9
"860",11.25
"861",7.9
"862",6.5
"863",9.45
"864",11
"865",9.95
"866",9.95
"867",9.4
"868",11.65
"869",12.05
"870",7.75
"871",8.65
"872",9.9
"873",8.2
"874",9.7
"875",13.55
"876",9.75
"877",11.5
"878",15.15
"879",10.65
"880",12.85
"881",13.35
"882",14.85
"883",8.6
"884",9.9
"885",12.05
"886",11.7
"887",12.35
"888",11.1
"889",10.3
"890",9.55
"891",8.85
"892",9.8
"893",11.5
"894",9.95
"895",13.7
"896",7.25
"897",6.6
"898",13.4
"899",15.8
"900",8.05
"901",8.7
"902",10.05
"903",9.6
"904",9.1
"905",7.4
"906",7.25
"907",9.8
"908",12.8
"909",10
"910",6.85
"911",8.4
"912",10.1
"913",9
"914",7.15
"915",5.9
"916",11.25
"917",8
"918",12.15
"919",9.7
"920",11.75
"921",8.75
"922",16.05
"923",12.5
"924",6.8
"925",8.6
"926",12.85
"927",11.9
"928",8.1
"929",9.2
"930",9.25
"931",11.85
"932",9.35
"933",11.55
"934",8.25
"935",9.05
"936",8.7
"937",11.05
"938",5.9
"939",10.55
"940",12.2
"941",9.8
"942",11.2
"943",11.5
"944",10.15
"945",9.4
"946",11.8
"947",8.65
"948",8.9
"949",11.6
"950",15.45
"951",10.95
"952",10
"953",10.85
"954",9.45
"955",13.45
"956",12.5
"957",13.35
"958",9.6
"959",10.7
"960",11
"961",11.6
"962",10.75
"963",9.8
"964",9.75
"965",8.15
"966",12.45
"967",8.9
"968",8
"969",6.8
"970",10.7
"971",9.8
"972",9.15
"973",11.75
"974",6.8
"975",13.4
"976",10.35
"977",9.6
"978",8.8
"979",8.9
"980",9.75
"981",13.15
"982",8.2
"983",9.1
"984",9.6
"985",9.1
"986",11.3
"987",11.3
"988",8.95
"989",15.9
"990",13.65
"991",14.6
"992",7.55
"993",7.25
"994",8.7
"995",10.25
"996",9.4
"997",12.3
"998",10.75
"999",9.9
"1000",8.95
"1001",10.6
"1002",12.25
"1003",12.35
