"sample","latitude","longitude","date","time","site","depth","mean.relief","sd.relief","fieldofview.limited","fieldofview.open","broad.bryozoa","broad.crinoids","broad.hydrocoral","broad.hydroids","broad.octocoral.black","broad.sponges","broad.unconsolidated","campaignid","Acanthuridae Acanthurus grammoptilus","Acanthuridae Acanthurus mata","Acanthuridae Naso hexacanthus","Apogonidae Cheilodipterus quinquelineatus","Apogonidae Ostorhinchus fasciatus","Ariidae Netuma thalassina","Balistidae Abalistes filamentosus","Balistidae Abalistes stellatus","Balistidae Pseudobalistes flavimarginatus","Balistidae Pseudobalistes fuscus","Balistidae Sufflamen fraenatum","Balistidae Xanthichthys lineopunctatus","Blenniidae Unknown sp1","Bothidae Unknown spp","Caesionidae Caesio cuning","Caesionidae Caesio teres","Caesionidae Pterocaesio chrysozona","Caesionidae Pterocaesio digramma","Callionymidae Unknown sp1","Carangidae Carangoides caeruleopinnatus","Carangidae Carangoides chrysophrys","Carangidae Carangoides equula","Carangidae Carangoides fulvoguttatus","Carangidae Carangoides gymnostethus","Carangidae Caranx ignobilis","Carangidae Caranx papuensis","Carangidae Decapterus spp","Carangidae Gnathanodon speciosus","Carangidae Seriola dumerili","Carangidae Seriola rivoliana","Carangidae Seriolina nigrofasciata","Carangidae Unknown sp1","Carcharhinidae Carcharhinus albimarginatus","Carcharhinidae Carcharhinus limbatus","Carcharhinidae Carcharhinus plumbeus","Carcharhinidae Carcharhinus sp10","Carcharhinidae Galeocerdo cuvier","Carcharhinidae Loxodon macrorhinus","Carcharhinidae Prionace glauca","Carcharhinidae Rhizoprionodon acutus","Carcharhinidae Triaenodon obesus","Carcharhinidae Unknown sp10","Chaetodontidae Chaetodon assarius","Chaetodontidae Coradion chrysozonus","Chaetodontidae Heniochus acuminatus","Chaetodontidae Heniochus diphreutes","Cirrhitidae Cirrhitichthys falco","Cirrhitidae Cyprinocirrhites polyactis","Congridae Conger spp","Congridae Heteroconger hassi","Echeneidae Echeneis naucrates","Fistulariidae Fistularia commersonii","Gobiidae Amblyeleotris sp10","Haemulidae Diagramma pictum labiosum","Holocentridae Myripristis botche","Labridae Bodianus bilunulatus","Labridae Bodianus solatus","Labridae Choerodon jordani","Labridae Choerodon sp1","Labridae Choerodon vitta","Labridae Choerodon zamboangae","Labridae Coris caudimacula","Labridae Labroides dimidiatus","Labridae Pseudojuloides sp1","Labridae Suezichthys cyanolaemus","Labridae Suezichthys sp1","Labridae Unknown sp1","Labridae Unknown sp7","Labridae Unknown sp8","Lethrinidae Gymnocranius euanus","Lethrinidae Gymnocranius grandoculis","Lethrinidae Gymnocranius griseus","Lethrinidae Gymnocranius sp1","Lethrinidae Lethrinus miniatus","Lethrinidae Lethrinus nebulosus","Lethrinidae Lethrinus olivaceus","Lethrinidae Lethrinus punctulatus","Lethrinidae Lethrinus ravus","Lethrinidae Lethrinus rubrioperculatus","Lethrinidae Lethrinus sp1","Lutjanidae Aphareus furca","Lutjanidae Aprion virescens","Lutjanidae Lutjanus gibbus","Lutjanidae Lutjanus quinquelineatus","Lutjanidae Lutjanus sebae","Lutjanidae Lutjanus vitta","Lutjanidae Pristipomoides filamentosus","Lutjanidae Pristipomoides multidens","Lutjanidae Pristipomoides spp","Lutjanidae Pristipomoides typus","Lutjanidae Symphorus nematophorus","Malacanthidae Hoplolatilus sp1","Malacanthidae Malacanthus brevirostris","Microdesmidae Gunnellichthys monostigma","Microdesmidae Ptereleotris sp1","Microdesmidae Ptereleotris sp2","Monacanthidae Aluterus monoceros","Monacanthidae Eubalichthys caeruleoguttatus","Monacanthidae Nelusetta ayraud","Monacanthidae Paramonacanthus choirocephalus","Mullidae Parupeneus chrysopleuron","Mullidae Parupeneus cyclostomus","Mullidae Parupeneus heptacanthus","Mullidae Parupeneus indicus","Mullidae Parupeneus spilurus","Muraenidae Gymnothorax nudivomer","Muraenidae Gymnothorax prionodon","Muraenidae Gymnothorax sp1","Muraenidae Gymnothorax sp3","Muraenidae Gymnothorax sp4","Muraenidae Gymnothorax sp5","Muraenidae Gymnothorax sp8","Muraenidae Gymnothorax thyrsoideus","Muraenidae Gymnothorax undulatus","Nemipteridae Nemipterus spp","Nemipteridae Parascolopsis eriomma","Nemipteridae Parascolopsis inermis","Nemipteridae Pentapodus nagasakiensis","Nemipteridae Scolopsis affinis","Orectolobidae Orectolobus sp1","Pinguipedidae Parapercis clathrata","Pinguipedidae Parapercis nebulosa","Pinguipedidae Parapercis sp1","Pinguipedidae Parapercis sp10","Pomacanthidae Apolemichthys trimaculatus","Pomacanthidae Chaetodontoplus personifer","Pomacanthidae Genicanthus lamarck","Pomacanthidae Pomacanthus imperator","Pomacanthidae Pomacanthus semicirculatus","Pomacentridae Pristotis obtusirostris","Priacanthidae Priacanthus blochii","Priacanthidae Priacanthus hamrur","Priacanthidae Priacanthus sp1","Priacanthidae Priacanthus sp10","Pteroidae Pterois volitans","Rachycentridae Rachycentron canadum","Rhinidae Rhynchobatus australiae","Scaridae Scarus ghobban","Scaridae Scarus sp3","Scombridae Scomberomorus commerson","Scombridae Scomberomorus spp","Serranidae Cephalopholis sonnerati","Serranidae Cephalopholis spiloparaea","Serranidae Epinephelus areolatus","Serranidae Epinephelus morrhua","Serranidae Epinephelus multinotatus","Serranidae Epinephelus rivulatus","Serranidae Epinephelus tukula","Serranidae Pseudanthias cooperi","Serranidae Pseudanthias georgei","Serranidae Variola louti","Sparidae Argyrops spinifer","Sparidae Chrysophrys auratus","Sparidae Dentex carpenteri","Sphyraenidae Sphyraena qenie","Sphyraenidae Sphyraena sp10","Sphyrnidae Sphyrna lewini","Sphyrnidae Sphyrna mokarran","Synodontidae Saurida undosquamis","Synodontidae Synodus sp10","Tetraodontidae Canthigaster rivulata","Tetraodontidae Lagocephalus lunaris","Tetraodontidae Lagocephalus sceleratus","Triakidae Hemitriakis falcata","Triakidae Hypogaleus hyugaensis","Triakidae Mustelus ravidus","Veliferidae Velifer hypselopterus"
10.08,-22.67035488,113.5383536,14082019,12:46:00,10,"157",1.5,0.511766315719159,0,100,0,4.55,0,4.55,9.09,0,81.82,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.09,-22.62918,113.55942,14082019,14:34:00,10,"160",0.904761904761905,0.436435780471985,0,100,0,0,0,0,9.52,0,90.48,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0
10.11,-22.61773,113.5636,14082019,14:41:00,10,"160",1.15789473684211,0.374634324632678,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
10.12,-22.59615,113.57775,14082019,15:20:00,10,"136",1.7,0.864504725870618,0,100,0,0,0,0,5,10,85,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
10.13,-22.638,113.579,14082019,14:53:00,10,"78",2.51428571428571,0.853071563490998,0,100,0,0,0,0,42.86,14.29,42.86,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,4,0,1,0,1,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.14,-22.624,113.5916667,14082019,15:02:00,10,"74",1.19230769230769,0.49146562599887,0,100,0,0,0,0,26.92,0,73.08,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.15,-22.6058333,113.594,14082019,15:10:00,10,"84",2.19230769230769,1.05902712974619,0,100,0,0,0,0,26.92,26.92,46.15,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.01,-22.54044354,113.6215013,15082019,08:06:00,11,"84",0.96,0.2,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.02,-22.5365347,113.6248272,15082019,08:11:00,11,"81",1.91666666666667,1.0179547554081,0,100,0,0,0,0,16.67,0,83.33,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.03,-22.53377552,113.6274404,15082019,08:15:00,11,"79",1.2,0.615587011251092,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.04,-22.52871703,113.6243521,15082019,08:19:00,11,"91",0.96,0.2,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.05,-22.52618778,113.6255399,15082019,08:25:00,11,"91",0.590909090909091,0.503236279740196,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.06,-22.52388847,113.6345674,15082019,08:31:00,11,"77",1.04545454545455,0.722249971716872,0,100,0,0,0,0,4.55,4.55,90.91,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.02,-22.46724,113.67504,15082019,10:37:00,12,"56",2.33333333333333,1.27097781860449,0,100,0,0,0,0,3.7,25.93,70.37,"2019-08_Ningaloo_stereo-BRUVs",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.03,-22.46824503,113.6678265,15082019,10:44:00,12,"65",1,0,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
12.04,-22.46433619,113.6687767,15082019,10:48:00,12,"70",0.6,0.5,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.05,-22.4673253,113.6599868,15082019,10:29:00,12,"86",0.76,0.522812904711937,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.06,-22.46548585,113.6573736,15082019,10:25:00,12,"94",1,0,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.11,-22.48475,113.64333,15082019,10:14:00,12,"100",2.09090909090909,1.01929438287525,0,100,0,0,0,0,4.55,13.64,81.82,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.02,-22.40386419,113.7058369,15082019,12:32:00,13,"69",0.423076923076923,0.503831473655779,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
13.03,-22.39903562,113.7013231,15082019,12:52:00,13,"83",1.5,0.511766315719159,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.04,-22.39765604,113.6972845,15082019,12:48:00,13,"92",1.08,0.276887462097269,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13.05,-22.40087508,113.6932459,15082019,12:43:00,13,"96",0.80952380952381,0.402373908081478,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13.06,-22.40478391,113.6922957,15082019,12:39:00,13,"94.5",1,0,0,100,0,0,0,0,0,0,100,"2019-08_Ningaloo_stereo-BRUVs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
