"id","sample","family","genus","species","length","range","type","longitude","latitude","date","time","time.out","site","location","status","depth","observer","maxn.complete.yyyymmdd","maxn.checker","successful.count","successful.length","left.cam","right.cam","rear.cam","video.notes","raw.hd","con.hd","forward.habitat.image.saved","backward.habitat.image.saved","habitat.classification","length.analyst","length.complete.date.yyyymmdd","notes","campaignid"
"10.09",10.09,"Ariidae","Netuma","thalassina",595.63391,1236.80136,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Carangidae","Carangoides","caeruleopinnatus",183.44614,4453.48637,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Carangidae","Carangoides","caeruleopinnatus",185.81306,4764.15996,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Carangidae","Carangoides","equula",227.81585,2721.25502,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Carangidae","Decapterus","spp",172.64833,2280.10989,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Carcharhinidae","Carcharhinus","plumbeus",1267.99751,1912.42775,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Carcharhinidae","Rhizoprionodon","acutus",824.82676,1407.74339,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Lethrinidae","Gymnocranius","grandoculis",278.24302,2851.36473,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Lutjanidae","Pristipomoides","multidens",325.61692,1932.25408,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",146.26603,3131.51122,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",171.21753,2821.25003,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",173.44122,3447.26413,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",141.32382,2405.47987,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",188.16794,2063.7362,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",175.82236,1157.9603,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",178.02756,1537.51137,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",153.43858,4375.50741,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",153.58073,3824.49072,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",128.18318,2872.34603,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",147.3625,1798.65357,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",146.90452,3562.22111,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",157.75518,1608.46676,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",189.21375,1737.23123,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",163.13658,1317.49436,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",169.58069,1767.78514,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",180.25207,3134.64238,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",179.30315,2341.43549,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",203.47857,2152.84,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",201.70306,1619.08806,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",158.7372,1348.68195,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",147.224,1585.44035,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",175.29278,3070.95571,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",182.96021,2734.46505,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",149.05689,1674.77667,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Sparidae","Dentex","carpenteri",204.92959,1468.11275,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.09",10.09,"Triakidae","Mustelus","ravidus",564.58703,1775.13408,"legacy",113.55942,-22.62918,14082019,14:34:00,16:05:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190911,"Todd - need to check shark","Yes","Yes",378,377,423,"Converted wrong.","2","1","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Ariidae","Netuma","thalassina",703.44535,2003.51433,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carangidae","Carangoides","chrysophrys",290.82336,3857.37446,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carangidae","Carangoides","equula",227.12248,3500.77795,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carangidae","Carangoides","equula",166.08955,3586.798,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carangidae","Carangoides","equula",190.49182,4865.94026,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carangidae","Carangoides","equula",181.20825,4987.3531,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carangidae","Carangoides","equula",222.96039,3252.4567,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carangidae","Carangoides","equula",203.45553,3538.39301,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carangidae","Carangoides","equula",216.42223,2149.41189,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carangidae","Carangoides","equula",212.07402,4569.89642,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Carcharhinidae","Carcharhinus","sp10",455.37614,3731.11963,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Lethrinidae","Gymnocranius","grandoculis",319.21409,2010.50562,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Lethrinidae","Gymnocranius","grandoculis",338.9798,1164.15733,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Lutjanidae","Pristipomoides","multidens",390.22325,2551.26057,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Lutjanidae","Pristipomoides","multidens",415.17716,1966.81262,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Lutjanidae","Pristipomoides","multidens",378.10506,1414.24316,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Sparidae","Dentex","carpenteri",123.51247,1233.21221,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Sparidae","Dentex","carpenteri",173.08183,1796.47293,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Sparidae","Dentex","carpenteri",187.81416,1197.81662,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Sparidae","Dentex","carpenteri",177.61074,1167.1484,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.11",10.11,"Triakidae","Hemitriakis","falcata",467.81085,3746.34329,"legacy",113.5636,-22.61773,14082019,14:41:00,15:52:00,10,"Ningaloo Marine Park","NA","160","Brooke Gibbons",20190925,"Todd","Yes","Yes",372,371,564,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200316",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.12",10.12,"Carcharhinidae","Loxodon","macrorhinus",633.96494,1728.33171,"legacy",113.57775,-22.59615,14082019,15:20:00,16:58:00,10,"Ningaloo Marine Park","NA","136","Brooke Gibbons",20190925,"Todd","Yes","Yes",375,376,420,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.12",10.12,"Lutjanidae","Pristipomoides","multidens",506.11927,3223.5121,"legacy",113.57775,-22.59615,14082019,15:20:00,16:58:00,10,"Ningaloo Marine Park","NA","136","Brooke Gibbons",20190925,"Todd","Yes","Yes",375,376,420,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.12",10.12,"Sparidae","Dentex","carpenteri",197.84975,1562.98988,"legacy",113.57775,-22.59615,14082019,15:20:00,16:58:00,10,"Ningaloo Marine Park","NA","136","Brooke Gibbons",20190925,"Todd","Yes","Yes",375,376,420,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.12",10.12,"Triakidae","Hemitriakis","falcata",665.8239,1501.77144,"legacy",113.57775,-22.59615,14082019,15:20:00,16:58:00,10,"Ningaloo Marine Park","NA","136","Brooke Gibbons",20190925,"Todd","Yes","Yes",375,376,420,NA,"2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Apogonidae","Ostorhinchus","fasciatus",53.56309,1884.54376,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Apogonidae","Ostorhinchus","fasciatus",57.63183,1784.46691,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Carangidae","Seriola","dumerili",1283.05549,4351.81844,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Cirrhitidae","Cyprinocirrhites","polyactis",75.44136,2252.50211,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Labridae","Suezichthys","cyanolaemus",56.8016,1792.14975,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Labridae","Suezichthys","cyanolaemus",65.30596,3053.16934,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Labridae","Unknown","sp7",79.21292,1939.47596,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Lethrinidae","Gymnocranius","grandoculis",466.47168,2658.97699,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Lethrinidae","Lethrinus","miniatus",528.46207,2749.1338,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
"10.13",10.13,"Lethrinidae","Lethrinus","miniatus",444.1034,1184.60283,"new",113.579,-22.638,14082019,14:53:00,16:24:00,10,"Ningaloo Marine Park","NA","78","Brooke Gibbons",20191010,"Todd","Yes","Yes",367,368,440,"extra site - picked by Tim - good habitat. Skipped frames","2","2","Yes","Yes",20200305,"Charlotte Aston","20200325",NA,"2019-08_Ningaloo_stereo-BRUVs"
