distance.to.60
3.042143104
4.242524175
1.095424114
0.926312105
0.813328188
0.924445545
1.079091294
4.122995034
3.340429342
3.268344697
4.411467392
3.352292212
1.045316454
0.661852972
0.962443757
6.503439612
7.589349414
7.602072773
6.796664575
6.017213378
5.542803727
5.173465884
4.529648051
2.972747941
2.393380256
3.534549355
4.656406845
4.849740471
3.931456272
3.984215033
3.521169464
4.076566606
5.269820353
6.753535856
6.230880609
5.52500232
6.590340512
7.797144414
2.964013079
9.18423549
7.649937845
7.84989238
8.216297462
8.685197085
12.27955502
11.62991502
10.78466864
12.52541432
13.9134532
14.60194522
13.89672471
13.88745396
12.97278986
9.625815138
14.18155634
8.168598583
6.915543928
5.401207702
5.234215113
4.905992653
3.805701223
8.770851071
11.96696404
12.1963835
12.69143849
13.91265203
11.90800824
12.86136906
12.95590466
13.05959039
6.031117442
6.399563317
6.278760136
4.531596497
4.735234971
6.340804458
6.622775783
5.863537269
5.557704133
5.385411897
6.448277158
6.313596166
5.527141073
3.944990136
4.353678697
5.972069138
1.101328362
0.821351771
0.667514959
0.67895838
0.670501015
0.692066694
0.66671874
1.451219132
6.424656894
6.151178074
6.82951071
1.960196763
2.337346084
2.479731266
2.432697334
2.204828351
0.87253561
0.093505913
0.414635308
0.606152268
1.147172388
1.483983192
1.824360381
0.73704549
1.722289742
1.016413406
1.53497014
1.621077513
1.428049477
1.26027594
1.733265149
1.700181263
4.092321542
1.506914129
1.623152799
3.477425902
4.167163436
4.077117054
5.393137101
5.706070825
1.430900594
1.853379249
1.999774527
1.827801996
1.364859831
2.79253377
