"","aspect.mean.NT"
"293",14.5071972552735
"294",16.8161893495429
"295",11.0281627091246
"296",25.3976696366757
"297",16.2677986788509
"298",15.0447845013564
"299",27.0847324380945
"300",12.5232117230857
"301",14.642325453509
"302",19.804473058337
"303",15.6694464730591
"304",10.9297478444644
"305",15.3189961560155
"306",17.0321251665643
"307",20.1751346968077
"308",17.0642989833819
"309",6.86113663890664
"310",28.6622734020568
"311",15.9389234447441
"312",6.69857610678985
"313",19.4379042988948
"314",7.02913257200093
"315",12.0130474917322
"316",12.7372964331769
"317",13.98148794407
"318",16.4416211232737
"319",20.1668294428974
"320",16.7565264506213
"321",14.1354242231551
"322",16.8618026520377
"323",10.6565014335803
"324",19.3980310087044
"325",12.1425541355729
"326",24.9270193211265
"327",14.4374189640376
"328",10.6891361189514
"329",17.1071276898537
"330",12.8779171016783
"331",18.2529687717039
"332",21.3726887202255
"333",13.1037210621291
"334",17.0768770680204
"335",20.0041185796886
"336",15.0781630361761
"337",7.34214999848064
"338",15.8110022174762
"339",23.734949018983
"340",14.5937928878091
"341",13.4223149409065
"342",7.52348105823807
"343",17.993848468767
"344",14.8398523103751
"345",16.530635694642
"346",17.5974841052598
"347",11.7922494803733
"348",14.272817093748
"349",13.7144343373614
"350",19.825370453315
"351",11.4340448079747
"352",11.6788351751793
"353",17.7090921889058
"354",13.6215394535823
"355",17.0042157012861
"356",16.8467593573158
"357",18.0270050238573
"358",17.1758995730878
"359",11.6353241680405
"360",12.5315646976523
"361",9.02341636252141
"362",13.9020959856786
"363",10.2334614374009
"364",11.4406635443261
"365",15.3706303449234
"366",18.3469876986432
"367",14.0317756204797
"368",15.4704884046072
"369",17.3620366019391
"370",12.0152129017953
"371",19.4406734314385
"372",19.1886779702089
"373",15.179488315756
"374",4.77021589061994
"375",12.0521967422046
"376",20.4906364854364
"377",13.7202811923386
"378",18.6535572527303
"379",19.7084570882786
"380",18.3947771936417
"381",19.1125074639942
"382",11.9506850475444
"383",14.792714884518
"384",14.9670194137295
"385",17.5334551724368
"386",17.029942782613
"387",18.0615168786138
"388",15.4075031463887
"389",18.9439724036415
"390",11.0741219044241
"391",12.6376457454482
"392",10.7902005490005
"393",10.9924104147484
"394",20.3116817937297
"395",14.7802062090275
"396",18.9062496777976
"397",16.9740646791317
"398",18.2582547681561
"399",15.7250755089578
"400",14.7728756100631
"401",16.6971842019842
"402",18.6192514996296
"403",15.6627008581103
"404",15.0417277641274
"405",22.9938508684744
"406",11.1075907280827
"407",14.0155038139604
"408",18.1620200276082
"409",23.3163242497426
"410",12.3765201918605
"411",19.9887739439703
"412",14.1648051915185
"413",16.7034866255307
"414",18.7676003960248
"415",21.2454723404113
"416",17.2919715675161
"417",12.4839644880948
"418",18.5769093427585
"419",22.4076238173889
"420",17.0488447204548
"421",15.9644442264767
"422",11.3349650363171
"423",9.08980437926731
"424",19.0335196101647
"425",23.2103830167908
"426",17.0980999588982
"427",17.5508374940021
"428",15.5155653702508
"429",11.548693968041
"430",16.4332868970606
"431",23.5470558627137
"432",9.52304360339701
"433",8.81126720157795
"434",13.4182937252261
"435",17.1804077925762
"436",25.4060328202291
"437",14.0560888273158
"438",27.4875578060978
"439",16.2410851517259
"440",15.8386290491308
"441",11.8067884376755
"442",9.03944068147522
"443",12.7854251355676
"444",11.4718477557141
"445",6.70275516771929
"446",13.17019660867
"447",12.4185294010418
"448",20.1423547565017
"449",17.1419496205133
"450",13.6597871386141
"451",12.3921148637761
"452",27.1343051961176
"453",16.2037518773642
"454",15.4930985403386
"455",24.9863978718199
"456",20.5608403588736
"457",17.7444160094929
"458",24.0948794968442
"459",28.6630209702103
"460",12.1680564960236
"461",19.0259119223415
"462",13.6443064266931
"463",15.0240074946468
"464",22.7558178514676
"465",14.1540667348795
"466",17.6599514184038
"467",9.22842229890583
"468",11.4131344603674
"469",19.0946723049087
"470",19.0268821799045
"471",14.9401899918307
"472",15.1554634449821
"473",12.4917352288634
"474",22.1017405763161
"475",14.1147857422038
"476",23.1226658586439
"477",20.7585691404552
"478",19.8745892783766
"479",20.4764499635165
"480",13.5456908881256
"481",24.8673474308728
"482",13.8849549998502
"483",16.9707949508479
"484",14.9019690004002
"485",14.4198879292416
"486",9.92249522636602
"487",16.3003500425195
"488",10.7443890625392
"489",12.1346732841682
"490",8.24244307137332
"491",19.9740907440437
"492",17.5924205811723
"493",17.9666982023255
"494",20.6422247635277
"495",10.5724435703922
"496",19.9225523985644
"497",22.9556052326831
"498",12.8304597068949
"499",15.6800429496405
"500",15.1493814965177
"501",12.6049771357419
"502",20.5376210560725
"503",17.9398611881186
"504",12.6894313466722
"505",18.3843841602483
"506",11.0617357618613
"507",13.1805941601784
"508",21.3505011487034
"509",12.6036187220777
"510",18.0811962545486
"511",17.220075667731
"512",10.6775819581305
"513",17.4725892523033
"514",17.705944187175
"515",12.1531972079882
"516",14.5566553847483
"517",25.3607579788903
"518",11.1062026747121
"519",17.915841920995
"520",6.98292234654459
"521",20.6391116654635
"522",19.9430484037346
"523",10.6763841352463
"524",11.6849346558356
"525",11.5209090664983
"526",10.8258197683426
"527",20.8563011636598
"528",14.9608563630334
"529",19.8020652587301
"530",12.1717168718929
"531",14.1409630422785
"532",8.77704127434803
"533",14.9165521878885
"534",9.03321483457696
"535",13.4546118138359
"536",12.2805308557637
"537",21.2320313413509
"538",11.5071592773766
"539",20.7619166320327
"540",20.0433413366154
"541",13.2154263376968
"542",16.1926273714173
"543",16.7106650895007
"544",15.4533779431651
"545",16.2594920189706
"546",16.0313012036203
"547",16.9561713496437
"548",17.4719790713894
"549",20.0976467144512
"550",22.4292383532138
"551",13.5162124506147
"552",23.4896660466476
"553",14.3179629596627
"554",14.1345427205836
"555",12.1865547851097
"556",24.2985885332138
"557",14.5607235205876
"558",13.5077783958428
"559",19.5836367617565
"560",13.9007748724929
"561",17.4639205894404
"562",7.86209328184001
"563",20.844898516845
"564",17.647677115033
"565",12.1701226404817
"566",13.6035471946912
"567",11.3784884160607
"568",14.3620477234287
"569",13.4721913290018
"570",24.393091172898
"571",7.14531410173214
"572",15.1830211124768
"573",11.241533826764
"574",22.4665981257808
"575",7.88025216386021
"576",21.0860540487032
"577",12.3567059787328
"578",11.5848842085673
"579",11.6900705619291
"580",14.5727385784442
"581",10.1512938849679
"582",24.3954046493476
"583",13.7718764385877
"584",20.8671099258112
"585",13.0339099806911
"586",16.7118866826918
"587",18.4603283335488
"588",12.8532884063529
"589",12.7013726719276
"590",16.0412422095339
"591",13.1152068508218
"592",15.55701260203
"593",14.6109429841836
"594",11.5369328721515
"595",16.1749734621638
"596",7.77692840889904
"597",14.3196147282904
"598",21.8449498302229
"599",8.02487813249383
"600",15.6454462072197
"601",12.3068876435098
"602",15.4894468499656
"603",15.8954864185323
"604",16.4495506871235
"605",18.1215148563631
"606",17.1056799922939
"607",19.6142682553238
"608",21.9140268469069
"609",14.6146431158268
"610",16.2571973152358
"611",12.7817630608508
"612",10.0663786624495
"613",12.4791158018158
"614",23.0316764067607
"615",10.6050150761016
"616",15.6836254020023
"617",13.6334420593122
"618",13.5256897791253
"619",13.6069119820787
"620",8.43594907611861
"621",27.0743255007328
"622",21.9936913159446
"623",14.0833741640002
"624",9.26017549109706
"625",7.0187205078442
"626",9.92231159828729
"627",14.2099577062765
"628",12.824339852976
"629",14.3081766527536
"630",22.5276363445716
"631",4.43603387660338
"632",9.4691696273798
"633",17.1553372429176
"634",8.31414402599613
"635",20.5341219816477
"636",12.2803255094259
"637",25.8971638536759
"638",12.9907103383417
"639",9.74908028699568
"640",12.2984854360879
"641",25.7030390608815
"642",19.9103153034444
"643",14.3081005183963
"644",12.5846451883564
"645",10.258434755799
"646",15.0908400257334
"647",16.7495421744306
"648",13.9631058933299
"649",15.0092027133229
"650",15.2153482102597
"651",10.002267659398
"652",13.0122114420718
"653",14.0379964994246
"654",21.6724809860497
"655",19.4621670838288
"656",17.5606521535095
"657",15.8347583873468
"658",8.67971198366981
"659",13.8594674181668
"660",12.8289150628077
"661",13.3803864850993
"662",16.7217021558498
"663",20.5982537049988
"664",23.3148322087362
"665",18.1480266053394
"666",14.2647764114124
"667",11.4753661360703
"668",16.9791205720745
"669",17.2070167363397
"670",17.0183203087369
"671",16.9193870088285
"672",14.4146000989835
"673",10.4315040514116
"674",13.5054957055723
"675",19.6890934509892
"676",16.7611907386541
"677",30.0363780937091
"678",16.6174518364371
"679",11.4829165644228
"680",14.3309655684623
"681",11.3762700040575
"682",19.3286033222033
"683",19.058526174605
"684",20.4271981247226
"685",16.124492409431
"686",17.2718153345027
"687",10.1948121361379
"688",23.5499621517465
"689",27.6021127203027
"690",12.7338286937503
"691",12.1630649762195
"692",21.6583536951736
"693",5.11537138849424
"694",8.89958454653066
"695",9.2314794734363
"696",12.8290242653014
"697",21.0816331780442
"698",16.89795273758
"699",13.665540256213
"700",10.6691225418192
"701",10.0575827385812
"702",12.6849070445407
"703",17.3920071196866
"704",10.5581337434279
"705",14.2952541117988
"706",15.9649089733265
"707",24.9308346458453
"708",26.3261364759035
"709",11.7407685509666
"710",12.0521411675952
"711",16.8682792447767
"712",14.8172728759071
"713",23.4536397816101
"714",17.4596863324323
"715",24.8610015797639
"716",11.3842973500125
"717",14.6766834844606
"718",17.4879927193355
"719",17.4706411945604
"720",20.7808105061794
"721",8.55120079653773
"722",20.9832702586179
"723",18.5565659570821
"724",9.34862590650081
"725",16.8973020886529
"726",18.2340028642574
"727",6.2351818608876
"728",14.2567808351248
"729",15.7832288430833
"730",25.5206446892665
"731",16.809881599305
"732",15.0743902783849
"733",13.4170216598431
"734",17.643142468714
"735",13.1879460840433
"736",9.52924823982297
"737",16.1766517836911
"738",12.1335579397191
"739",20.4094475642368
"740",20.8339163778543
"741",11.870341532771
"742",14.4077373668144
"743",15.3724771926662
"744",13.4081928994676
"745",13.1242128470166
"746",21.5869064838469
"747",25.2826747600116
"748",13.7960654916488
"749",18.3505516446848
"750",25.7161212373397
"751",13.6389024487199
"752",15.8995067074738
"753",17.4954409506699
"754",26.0839461978664
"755",9.52653027862872
"756",14.3270303722029
"757",6.29093121446277
"758",18.7993320077631
"759",10.9389006864381
"760",10.4428939538867
"761",16.8321274101933
"762",22.1456768400569
"763",15.6891549863525
"764",15.1702130238751
"765",14.8126121949098
"766",15.2077612229622
"767",14.4233172665967
"768",12.179087206762
"769",4.38648553565075
"770",5.13789589340274
"771",9.97011077803541
"772",10.6814900504953
"773",13.2871539737184
"774",8.24742505965976
"775",13.9652011028016
"776",10.7468854316309
"777",32.1191412706743
"778",9.22768185064277
"779",15.3000554313859
"780",19.9216113431337
"781",19.4901645829233
"782",23.0774499851165
"783",25.418185126321
"784",22.3974989051717
"785",26.1497074013472
"786",12.9059719834568
"787",21.7451956845566
"788",15.8967300342498
"789",11.846891097306
"790",16.281642472916
"791",13.6230185104158
"792",26.5268980167788
"793",10.5959529256635
"794",15.7441076951711
"795",17.5733018833972
"796",30.110639674989
"797",10.7363579318933
"798",16.7724633109113
"799",10.0038457769939
"800",18.9036278055134
"801",9.35453879326904
"802",23.3484015612198
"803",11.2302348374021
"804",25.1695825026395
"805",22.759981169149
"806",14.5222554800003
"807",13.4287824291974
"808",19.8034651561293
"809",15.3134415241764
"810",14.535718592763
"811",17.0992232328175
"812",14.3121354802763
"813",10.7969768359411
"814",13.8380812860381
"815",10.8003275675839
"816",15.0342995111359
"817",13.8806061489603
"818",17.3002898341086
"819",14.6998642817831
"820",16.344171646954
"821",10.1688993088273
"822",20.5542489135892
"823",19.2300615969124
"824",7.86670838061127
"825",20.7672568354867
"826",7.66729950750766
"827",22.9180293827008
"828",16.8424095931235
"829",16.1492681998738
"830",14.8009837286648
"831",11.7521868228789
"832",11.7405101267926
"833",10.9436823470229
"834",23.0425350164652
"835",15.2946889133088
"836",13.9206479599843
"837",11.3571937415797
"838",18.5139346732979
"839",12.9905912760886
"840",24.3572410439402
"841",20.6930890039122
"842",16.2303957674854
"843",10.1766917883352
"844",12.008275720581
"845",15.4956851655173
"846",13.8617238532488
"847",27.5397818831996
"848",21.1609357283589
"849",24.5442374352677
"850",11.1140333930364
"851",23.5889399241496
"852",13.9912164039336
"853",17.9686283002521
"854",19.6966934656251
"855",18.4385227880554
"856",26.330972582519
"857",20.269457556355
"858",15.7845720177758
"859",14.719939914986
"860",13.1864157473921
"861",21.4441529035451
"862",22.220652930225
"863",18.6570161191482
"864",17.6276696860723
"865",14.0295892051686
"866",13.0195807137303
"867",12.0927683422559
"868",12.6180014516984
"869",9.40126429236119
"870",25.7611063529684
"871",13.3424685184081
"872",16.2837149789069
"873",20.4944787747739
"874",16.2566345249421
"875",16.7954790170405
"876",22.1132274959502
"877",16.8951226895121
"878",15.2760937995041
"879",27.603488553827
"880",16.7651262540237
"881",15.3267684358878
"882",18.4171581505516
"883",18.7274085133655
"884",24.3556449819114
"885",20.4296919281956
"886",11.0971824071891
"887",16.3760311130528
"888",13.0517775168819
"889",15.5702503016736
"890",23.4160762236206
"891",18.6674583225255
"892",14.3690456968802
"893",21.6882683201404
"894",14.1929171389719
"895",21.9480123459959
"896",13.2259165720034
"897",27.5568854718931
"898",16.5257073186303
"899",20.062941302079
"900",16.6246495065607
"901",12.8922957998312
"902",12.2441257123215
"903",10.7402896220957
"904",10.1818508402485
"905",25.1795756748264
"906",14.3115268302245
"907",23.6535480818004
"908",8.33481927669206
"909",16.8657287055899
"910",19.0039187694466
"911",17.9039581481048
"912",13.0900125117005
"913",19.7830082898922
"914",18.7209970288342
"915",14.507095465038
"916",22.031134084292
"917",11.5237967766327
"918",15.8562498395071
"919",19.4020531933789
"920",4.63044833418995
"921",20.1598804030549
"922",6.49544398627464
"923",19.5086306242995
"924",5.96147767660423
"925",4.42018048222364
"926",4.22997413033849
"927",3.73973717647396
"928",20.8218714416127
"929",4.7305288293402
"930",4.84049710469583
"931",7.14858076165186
"932",11.9538734149993
"933",10.3308169587084
"934",12.5608274444909
"935",13.0113517883777
"936",11.5347063282406
"937",15.0155454372425
"938",18.7135003287975
"939",7.45724492982817
"940",13.7711746446613
"941",15.7663857739749
"942",13.9659532139182
"943",16.6715582053759
"944",17.9422835081516
"945",18.2753359969076
"946",14.4665952685639
"947",14.1423665099446
"948",11.6891958520839
"949",5.69441831231562
"950",18.2509719971152
"951",11.4326180937841
"952",19.523274514598
"953",18.8593068360664
"954",22.7866969257313
"955",14.3365507245465
"956",11.5932837859946
"957",16.7454989818247
"958",22.1586833314557
"959",12.7855303966069
"960",14.7435423586056
"961",17.2471212531448
"962",11.9746017135955
"963",13.9936150859513
"964",20.3095257108408
"965",13.5119374032412
"966",11.3712118028713
"967",15.699158273556
"968",16.4067028859465
"969",18.8309359560494
"970",16.1423633264289
"971",23.1471354809859
"972",7.47457696993132
"973",8.17705459776736
"974",12.5837127967471
"975",8.53171562998004
"976",24.2270384249652
"977",12.9879849607632
"978",9.64941347677341
"979",16.8822753604504
"980",12.8417363741622
"981",22.0934656126718
"982",17.7801502294059
"983",14.9717342448593
"984",10.8279748356638
"985",13.9274423619878
"986",10.3596212550039
"987",8.66106251787467
"988",13.9297844363534
"989",13.6933612070155
"990",13.6245045035281
"991",14.746176543589
"992",12.7086371783889
"993",8.4197836259895
"994",14.7417554372087
"995",15.691873212602
"996",19.4442890496598
"997",15.9099122205817
"998",18.744110955579
"999",18.4932943706469
"1000",22.7514525578139
"1001",18.6886913082787
"1002",12.4733202866015
"1003",18.9315289004675
