"campaignid","sample","family","genus","species","maxn"
"2019-08-Ningaloo_stereo-BRUVS",12.05,"Microdesmidae","Ptereleotris","sp1",1
"2019-08-Ningaloo_stereo-BRUVS",12.05,"Mullidae","Parupeneus","heptacanthus",2
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Cirrhitidae","Cyprinocirrhites","polyactis",1
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Labridae","Bodianus","solatus",1
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Lethrinidae","Gymnocranius","grandoculis",2
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Lethrinidae","Gymnocranius","griseus",2
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Lethrinidae","Lethrinus","miniatus",1
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Lethrinidae","Lethrinus","ravus",1
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Lutjanidae","Pristipomoides","multidens",1
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Lutjanidae","Pristipomoides","typus",2
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Nemipteridae","Parascolopsis","inermis",1
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Pinguipedidae","Parapercis","nebulosa",2
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Pomacanthidae","Pomacanthus","imperator",2
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Priacanthidae","Priacanthus","sp10",1
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Serranidae","Epinephelus","rivulatus",1
"2019-08-Ningaloo_stereo-BRUVS",12.11,"Serranidae","Pseudanthias","georgei",4
"2019-08-Ningaloo_stereo-BRUVS",13.02,"Balistidae","Abalistes","filamentosus",1
"2019-08-Ningaloo_stereo-BRUVS",13.02,"Carangidae","Carangoides","caeruleopinnatus",1
"2019-08-Ningaloo_stereo-BRUVS",13.02,"Carangidae","Carangoides","gymnostethus",5
"2019-08-Ningaloo_stereo-BRUVS",13.02,"Carangidae","Seriolina","nigrofasciata",1
"2019-08-Ningaloo_stereo-BRUVS",13.02,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2019-08-Ningaloo_stereo-BRUVS",13.02,"Lethrinidae","Gymnocranius","grandoculis",3
"2019-08-Ningaloo_stereo-BRUVS",13.02,"Sparidae","Argyrops","spinifer",4
"2019-08-Ningaloo_stereo-BRUVS",13.02,"Tetraodontidae","Lagocephalus","sceleratus",3
"2019-08-Ningaloo_stereo-BRUVS",13.03,"Balistidae","Abalistes","stellatus",1
"2019-08-Ningaloo_stereo-BRUVS",13.03,"Balistidae","Pseudobalistes","flavimarginatus",1
"2019-08-Ningaloo_stereo-BRUVS",13.03,"Lethrinidae","Gymnocranius","grandoculis",1
"2019-08-Ningaloo_stereo-BRUVS",13.03,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2019-08-Ningaloo_stereo-BRUVS",13.03,"Lutjanidae","Pristipomoides","multidens",8
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Balistidae","Abalistes","filamentosus",1
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Carangidae","Caranx","papuensis",1
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Lethrinidae","Gymnocranius","grandoculis",1
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Lethrinidae","Gymnocranius","griseus",2
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Lutjanidae","Lutjanus","sebae",1
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Lutjanidae","Pristipomoides","multidens",8
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Pinguipedidae","Parapercis","nebulosa",1
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Pomacanthidae","Chaetodontoplus","personifer",1
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Scaridae","Scarus","ghobban",1
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Sparidae","Argyrops","spinifer",2
"2019-08-Ningaloo_stereo-BRUVS",13.04,"Triakidae","Mustelus","ravidus",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Balistidae","Sufflamen","fraenatum",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Carangidae","Carangoides","chrysophrys",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Carangidae","Seriola","dumerili",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Carangidae","Seriolina","nigrofasciata",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Echeneidae","Echeneis","naucrates",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Labridae","Suezichthys","cyanolaemus",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Lethrinidae","Gymnocranius","euanus",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Lethrinidae","Gymnocranius","grandoculis",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Lutjanidae","Pristipomoides","multidens",2
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Lutjanidae","Pristipomoides","typus",2
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Pomacanthidae","Chaetodontoplus","personifer",1
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Serranidae","Pseudanthias","georgei",6
"2019-08-Ningaloo_stereo-BRUVS",13.05,"Sphyrnidae","Sphyrna","lewini",1
"2019-08-Ningaloo_stereo-BRUVS",13.06,"Balistidae","Abalistes","filamentosus",1
"2019-08-Ningaloo_stereo-BRUVS",13.06,"Carangidae","Carangoides","chrysophrys",1
"2019-08-Ningaloo_stereo-BRUVS",13.06,"Carangidae","Seriola","dumerili",1
"2019-08-Ningaloo_stereo-BRUVS",13.06,"Carangidae","Seriolina","nigrofasciata",1
"2019-08-Ningaloo_stereo-BRUVS",13.06,"Carcharhinidae","Galeocerdo","cuvier",1
"2019-08-Ningaloo_stereo-BRUVS",13.06,"Lutjanidae","Pristipomoides","multidens",4
"2019-08-Ningaloo_stereo-BRUVS",13.08,"Carangidae","Carangoides","caeruleopinnatus",1
"2019-08-Ningaloo_stereo-BRUVS",13.08,"Carangidae","Carangoides","chrysophrys",1
"2019-08-Ningaloo_stereo-BRUVS",13.08,"Carangidae","Seriola","dumerili",1
"2019-08-Ningaloo_stereo-BRUVS",13.08,"Carcharhinidae","Carcharhinus","plumbeus",1
"2019-08-Ningaloo_stereo-BRUVS",13.08,"Lethrinidae","Gymnocranius","euanus",1
"2019-08-Ningaloo_stereo-BRUVS",13.08,"Lethrinidae","Gymnocranius","grandoculis",3
"2019-08-Ningaloo_stereo-BRUVS",13.08,"Lutjanidae","Pristipomoides","multidens",7
"2019-08-Ningaloo_stereo-BRUVS",13.08,"Sparidae","Argyrops","spinifer",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Acanthuridae","Naso","hexacanthus",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Balistidae","Sufflamen","fraenatum",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Balistidae","Xanthichthys","lineopunctatus",2
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Carangidae","Carangoides","caeruleopinnatus",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Carangidae","Decapterus","spp",2
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Carangidae","Seriola","dumerili",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Carangidae","Seriolina","nigrofasciata",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Echeneidae","Echeneis","naucrates",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Labridae","Bodianus","solatus",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Lethrinidae","Gymnocranius","euanus",2
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Lethrinidae","Gymnocranius","grandoculis",2
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Lethrinidae","Gymnocranius","griseus",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Lethrinidae","Lethrinus","miniatus",7
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Lutjanidae","Lutjanus","vitta",1
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Lutjanidae","Pristipomoides","multidens",3
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Lutjanidae","Pristipomoides","typus",5
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Pomacanthidae","Apolemichthys","trimaculatus",3
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Pomacanthidae","Chaetodontoplus","personifer",3
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Serranidae","Epinephelus","areolatus",2
"2019-08-Ningaloo_stereo-BRUVS",14.01,"Serranidae","Variola","louti",1
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Acanthuridae","Naso","hexacanthus",1
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Balistidae","Xanthichthys","lineopunctatus",2
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Chaetodontidae","Heniochus","acuminatus",2
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Labridae","Bodianus","solatus",2
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Lethrinidae","Gymnocranius","euanus",1
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Lethrinidae","Gymnocranius","grandoculis",2
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Lethrinidae","Gymnocranius","griseus",1
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Lethrinidae","Lethrinus","miniatus",9
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Lutjanidae","Lutjanus","sebae",1
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Lutjanidae","Pristipomoides","multidens",7
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Lutjanidae","Pristipomoides","typus",3
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Mullidae","Parupeneus","spilurus",1
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Pomacanthidae","Chaetodontoplus","personifer",1
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Scaridae","Scarus","ghobban",1
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Serranidae","Cephalopholis","sonnerati",1
"2019-08-Ningaloo_stereo-BRUVS",14.02,"Serranidae","Epinephelus","areolatus",5
"2019-08-Ningaloo_stereo-BRUVS",14.06,"Carangidae","Carangoides","chrysophrys",4
"2019-08-Ningaloo_stereo-BRUVS",14.06,"Cirrhitidae","Cirrhitichthys","falco",1
"2019-08-Ningaloo_stereo-BRUVS",14.06,"Lethrinidae","Gymnocranius","grandoculis",2
"2019-08-Ningaloo_stereo-BRUVS",14.06,"Lutjanidae","Pristipomoides","multidens",1
"2019-08-Ningaloo_stereo-BRUVS",14.06,"Sparidae","Argyrops","spinifer",2
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Balistidae","Abalistes","filamentosus",1
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Balistidae","Pseudobalistes","flavimarginatus",1
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Carangidae","Carangoides","chrysophrys",1
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Carangidae","Decapterus","spp",19
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Lethrinidae","Gymnocranius","grandoculis",3
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Lethrinidae","Lethrinus","rubrioperculatus",4
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Lutjanidae","Pristipomoides","multidens",9
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Scombridae","Scomberomorus","spp",1
"2019-08-Ningaloo_stereo-BRUVS",14.11,"Tetraodontidae","Lagocephalus","sceleratus",1
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Balistidae","Sufflamen","fraenatum",1
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Carangidae","Carangoides","chrysophrys",1
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Carangidae","Decapterus","spp",1
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Carangidae","Seriola","dumerili",4
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Carangidae","Seriolina","nigrofasciata",1
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Carcharhinidae","Loxodon","macrorhinus",1
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Lethrinidae","Gymnocranius","grandoculis",2
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Lethrinidae","Gymnocranius","griseus",1
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Lethrinidae","Lethrinus","nebulosus",1
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Lethrinidae","Lethrinus","ravus",2
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Lutjanidae","Lutjanus","sebae",11
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Lutjanidae","Pristipomoides","multidens",5
"2019-08-Ningaloo_stereo-BRUVS",14.12,"Serranidae","Epinephelus","areolatus",1
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Acanthuridae","Naso","hexacanthus",26
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Carangidae","Carangoides","chrysophrys",1
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Carangidae","Carangoides","gymnostethus",1
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Carangidae","Seriola","dumerili",6
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Carcharhinidae","Carcharhinus","plumbeus",1
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Carcharhinidae","Loxodon","macrorhinus",1
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Chaetodontidae","Heniochus","acuminatus",6
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Labridae","Bodianus","solatus",3
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Lethrinidae","Gymnocranius","euanus",1
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Lethrinidae","Gymnocranius","grandoculis",4
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Lethrinidae","Lethrinus","miniatus",4
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Lethrinidae","Lethrinus","punctulatus",1
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Lutjanidae","Lutjanus","sebae",1
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Lutjanidae","Pristipomoides","multidens",9
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Lutjanidae","Pristipomoides","typus",1
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Serranidae","Epinephelus","areolatus",4
"2019-08-Ningaloo_stereo-BRUVS",14.13,"Serranidae","Epinephelus","multinotatus",1
"2019-08-Ningaloo_stereo-BRUVS",15.01,"Carangidae","Carangoides","chrysophrys",40
"2019-08-Ningaloo_stereo-BRUVS",15.01,"Carcharhinidae","Carcharhinus","plumbeus",1
"2019-08-Ningaloo_stereo-BRUVS",15.01,"Carcharhinidae","Loxodon","macrorhinus",1
"2019-08-Ningaloo_stereo-BRUVS",15.01,"Lethrinidae","Gymnocranius","grandoculis",1
"2019-08-Ningaloo_stereo-BRUVS",15.01,"Lutjanidae","Lutjanus","sebae",1
"2019-08-Ningaloo_stereo-BRUVS",15.01,"Lutjanidae","Pristipomoides","multidens",8
"2019-08-Ningaloo_stereo-BRUVS",15.01,"Microdesmidae","Ptereleotris","sp1",1
"2019-08-Ningaloo_stereo-BRUVS",15.01,"Sparidae","Argyrops","spinifer",7
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Balistidae","Abalistes","filamentosus",2
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Carangidae","Carangoides","chrysophrys",1
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Carangidae","Seriola","dumerili",1
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Labridae","Choerodon","zamboangae",1
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Lethrinidae","Gymnocranius","grandoculis",4
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Lethrinidae","Gymnocranius","griseus",1
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Lethrinidae","Lethrinus","miniatus",1
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Lutjanidae","Pristipomoides","multidens",12
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Muraenidae","Gymnothorax","nudivomer",1
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Scombridae","Scomberomorus","spp",1
"2019-08-Ningaloo_stereo-BRUVS",15.07,"Serranidae","Epinephelus","areolatus",3
"2019-08-Ningaloo_stereo-BRUVS",15.12,"Carangidae","Seriola","dumerili",1
"2019-08-Ningaloo_stereo-BRUVS",15.12,"Echeneidae","Echeneis","naucrates",1
"2019-08-Ningaloo_stereo-BRUVS",15.12,"Lethrinidae","Gymnocranius","grandoculis",3
"2019-08-Ningaloo_stereo-BRUVS",15.12,"Lethrinidae","Lethrinus","miniatus",1
"2019-08-Ningaloo_stereo-BRUVS",15.12,"Lutjanidae","Pristipomoides","multidens",7
"2019-08-Ningaloo_stereo-BRUVS",15.12,"Pinguipedidae","Parapercis","nebulosa",2
"2019-08-Ningaloo_stereo-BRUVS",15.12,"Rhynchobatidae","Rhynchobatus","australiae",1
"2019-08-Ningaloo_stereo-BRUVS",15.12,"Serranidae","Epinephelus","areolatus",1
"2019-08-Ningaloo_stereo-BRUVS",16.01,"Carangidae","Seriola","dumerili",7
"2019-08-Ningaloo_stereo-BRUVS",16.01,"Lethrinidae","Gymnocranius","grandoculis",1
"2019-08-Ningaloo_stereo-BRUVS",16.01,"Lethrinidae","Lethrinus","miniatus",1
"2019-08-Ningaloo_stereo-BRUVS",16.01,"Lutjanidae","Lutjanus","sebae",1
"2019-08-Ningaloo_stereo-BRUVS",16.01,"Lutjanidae","Pristipomoides","multidens",4
"2019-08-Ningaloo_stereo-BRUVS",16.01,"Nemipteridae","Nemipterus","spp",1
"2019-08-Ningaloo_stereo-BRUVS",16.02,"Carangidae","Seriola","dumerili",1
"2019-08-Ningaloo_stereo-BRUVS",16.02,"Labridae","Choerodon","jordani",1
"2019-08-Ningaloo_stereo-BRUVS",16.02,"Lutjanidae","Pristipomoides","multidens",1
"2019-08-Ningaloo_stereo-BRUVS",16.02,"Muraenidae","Gymnothorax","sp1",1
"2019-08-Ningaloo_stereo-BRUVS",16.02,"Serranidae","Epinephelus","morrhua",3
"2019-08-Ningaloo_stereo-BRUVS",16.03,"Carcharhinidae","Loxodon","macrorhinus",1
"2019-08-Ningaloo_stereo-BRUVS",16.03,"Carcharhinidae","Unknown","sp10",1
"2019-08-Ningaloo_stereo-BRUVS",16.03,"Congridae","Conger","spp",1
"2019-08-Ningaloo_stereo-BRUVS",16.03,"Lutjanidae","Pristipomoides","multidens",1
"2019-08-Ningaloo_stereo-BRUVS",16.03,"Nemipteridae","Nemipterus","spp",1
"2019-08-Ningaloo_stereo-BRUVS",16.03,"Sparidae","Argyrops","spinifer",1
"2019-08-Ningaloo_stereo-BRUVS",16.03,"Sparidae","Chrysophrys","auratus",1
"2019-08-Ningaloo_stereo-BRUVS",16.03,"Sparidae","Dentex","carpenteri",1
"2019-08-Ningaloo_stereo-BRUVS",16.03,"Tetraodontidae","Lagocephalus","lunaris",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Acanthuridae","Naso","hexacanthus",4
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Balistidae","Sufflamen","fraenatum",2
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Balistidae","Xanthichthys","lineopunctatus",7
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Carangidae","Carangoides","fulvoguttatus",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Carangidae","Gnathanodon","speciosus",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Carangidae","Seriolina","nigrofasciata",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Labridae","Bodianus","solatus",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Lethrinidae","Gymnocranius","grandoculis",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Lethrinidae","Gymnocranius","griseus",2
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Lethrinidae","Lethrinus","miniatus",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Lethrinidae","Lethrinus","ravus",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Lutjanidae","Lutjanus","sebae",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Lutjanidae","Pristipomoides","multidens",3
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Mullidae","Parupeneus","chrysopleuron",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Muraenidae","Gymnothorax","nudivomer",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Pinguipedidae","Parapercis","nebulosa",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Pomacanthidae","Apolemichthys","trimaculatus",1
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Pomacanthidae","Chaetodontoplus","personifer",3
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Pomacanthidae","Pomacanthus","semicirculatus",2
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Priacanthidae","Priacanthus","blochii",2
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Serranidae","Epinephelus","areolatus",3
"2019-08-Ningaloo_stereo-BRUVS",16.05,"Serranidae","Variola","louti",1
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Balistidae","Abalistes","filamentosus",1
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Carangidae","Carangoides","caeruleopinnatus",6
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Carangidae","Carangoides","gymnostethus",1
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Carcharhinidae","Carcharhinus","plumbeus",1
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Lethrinidae","Gymnocranius","grandoculis",3
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Lethrinidae","Gymnocranius","griseus",5
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Lethrinidae","Lethrinus","nebulosus",1
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Lutjanidae","Aphareus","furca",1
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Lutjanidae","Pristipomoides","multidens",9
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Monacanthidae","Aluterus","monoceros",2
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Mullidae","Parupeneus","chrysopleuron",1
"2019-08-Ningaloo_stereo-BRUVS",17.08,"Sparidae","Argyrops","spinifer",2
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Balistidae","Sufflamen","fraenatum",1
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Carangidae","Carangoides","gymnostethus",2
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Chaetodontidae","Heniochus","acuminatus",1
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Lethrinidae","Gymnocranius","grandoculis",4
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Lethrinidae","Gymnocranius","griseus",2
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Lethrinidae","Lethrinus","miniatus",1
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Lethrinidae","Lethrinus","nebulosus",1
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Lutjanidae","Lutjanus","vitta",1
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Lutjanidae","Pristipomoides","multidens",4
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Pomacanthidae","Chaetodontoplus","personifer",3
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Serranidae","Cephalopholis","sonnerati",1
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Serranidae","Epinephelus","areolatus",1
"2019-08-Ningaloo_stereo-BRUVS",18.01,"Sparidae","Argyrops","spinifer",1
"2019-08-Ningaloo_stereo-BRUVS",18.02,"Balistidae","Abalistes","stellatus",1
"2019-08-Ningaloo_stereo-BRUVS",18.02,"Carangidae","Decapterus","spp",1
"2019-08-Ningaloo_stereo-BRUVS",18.02,"Echeneidae","Echeneis","naucrates",3
"2019-08-Ningaloo_stereo-BRUVS",18.02,"Sparidae","Argyrops","spinifer",1
"2019-08-Ningaloo_stereo-BRUVS",18.02,"Sphyrnidae","Sphyrna","lewini",1
"2019-08-Ningaloo_stereo-BRUVS",18.02,"Tetraodontidae","Canthigaster","rivulata",1
"2019-08-Ningaloo_stereo-BRUVS",18.03,"Balistidae","Abalistes","filamentosus",1
"2019-08-Ningaloo_stereo-BRUVS",18.03,"Carangidae","Carangoides","chrysophrys",1
"2019-08-Ningaloo_stereo-BRUVS",18.03,"Lethrinidae","Gymnocranius","grandoculis",1
"2019-08-Ningaloo_stereo-BRUVS",18.03,"Lethrinidae","Gymnocranius","griseus",1
"2019-08-Ningaloo_stereo-BRUVS",18.03,"Lutjanidae","Pristipomoides","multidens",12
"2019-08-Ningaloo_stereo-BRUVS",18.03,"Pinguipedidae","Parapercis","nebulosa",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Carangidae","Seriola","rivoliana",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Chaetodontidae","Heniochus","acuminatus",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Cirrhitidae","Cirrhitichthys","falco",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Labridae","Choerodon","vitta",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Lethrinidae","Gymnocranius","grandoculis",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Lethrinidae","Lethrinus","nebulosus",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Monacanthidae","Nelusetta","ayraud",2
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Muraenidae","Gymnothorax","prionodon",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Muraenidae","Gymnothorax","sp3",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Nemipteridae","Parascolopsis","eriomma",8
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Pinguipedidae","Parapercis","sp1",2
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Serranidae","Epinephelus","areolatus",4
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Serranidae","Epinephelus","morrhua",1
"2019-08-Ningaloo_stereo-BRUVS",18.04,"Sphyrnidae","Sphyrna","lewini",1
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Balistidae","Abalistes","filamentosus",1
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Balistidae","Sufflamen","fraenatum",3
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Carangidae","Decapterus","spp",79
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Carcharhinidae","Galeocerdo","cuvier",1
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Echeneidae","Echeneis","naucrates",1
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Labridae","Bodianus","solatus",2
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Labridae","Choerodon","zamboangae",1
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Labridae","Unknown","sp8",1
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Lethrinidae","Gymnocranius","grandoculis",1
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Lethrinidae","Gymnocranius","griseus",5
"2019-08-Ningaloo_stereo-BRUVS",18.07,"Lethrinidae","Lethrinus","miniatus",1
